Word,Prediction
someone,"[{'label': 'neutral', 'score': 0.9679765701293945}, {'label': 'approval', 'score': 0.013343303464353085}, {'label': 'annoyance', 'score': 0.006360194645822048}, {'label': 'realization', 'score': 0.0054362500086426735}, {'label': 'admiration', 'score': 0.004213862586766481}, {'label': 'disapproval', 'score': 0.003258124692365527}, {'label': 'confusion', 'score': 0.0031954296864569187}, {'label': 'disappointment', 'score': 0.0030806665308773518}, {'label': 'anger', 'score': 0.002706653904169798}, {'label': 'sadness', 'score': 0.0021644176449626684}, {'label': 'excitement', 'score': 0.002116349758580327}, {'label': 'disgust', 'score': 0.002101898193359375}, {'label': 'optimism', 'score': 0.0019614160992205143}, {'label': 'joy', 'score': 0.001880250172689557}, {'label': 'curiosity', 'score': 0.0017536692321300507}, {'label': 'fear', 'score': 0.0015641578938812017}, {'label': 'gratitude', 'score': 0.0015405106823891401}, {'label': 'amusement', 'score': 0.0014474295312538743}, {'label': 'love', 'score': 0.0012901274021714926}, {'label': 'caring', 'score': 0.0012780993711203337}, {'label': 'desire', 'score': 0.0011253678239881992}, {'label': 'surprise', 'score': 0.001095459912903607}, {'label': 'embarrassment', 'score': 0.0007095368346199393}, {'label': 'grief', 'score': 0.0004894883604720235}, {'label': 'remorse', 'score': 0.00041682555456645787}, {'label': 'pride', 'score': 0.0003981475892942399}, {'label': 'relief', 'score': 0.00039289146661758423}, {'label': 'nervousness', 'score': 0.00038421625504270196}]"
who,"[{'label': 'neutral', 'score': 0.9495438933372498}, {'label': 'curiosity', 'score': 0.014423985965549946}, {'label': 'confusion', 'score': 0.01071448065340519}, {'label': 'annoyance', 'score': 0.007798328530043364}, {'label': 'approval', 'score': 0.007016238756477833}, {'label': 'realization', 'score': 0.003913314081728458}, {'label': 'anger', 'score': 0.0034001392778009176}, {'label': 'admiration', 'score': 0.002671864815056324}, {'label': 'disapproval', 'score': 0.0025066181551665068}, {'label': 'surprise', 'score': 0.002222539624199271}, {'label': 'disappointment', 'score': 0.002119994256645441}, {'label': 'excitement', 'score': 0.0019529308192431927}, {'label': 'disgust', 'score': 0.0018195508746430278}, {'label': 'optimism', 'score': 0.0015345417195931077}, {'label': 'amusement', 'score': 0.0013891614507883787}, {'label': 'sadness', 'score': 0.0013320917496457696}, {'label': 'joy', 'score': 0.0010652925120666623}, {'label': 'fear', 'score': 0.000962169433478266}, {'label': 'love', 'score': 0.000951089255977422}, {'label': 'desire', 'score': 0.0009267534478567541}, {'label': 'gratitude', 'score': 0.0008830988081172109}, {'label': 'caring', 'score': 0.0008105491870082915}, {'label': 'embarrassment', 'score': 0.0007336605922318995}, {'label': 'grief', 'score': 0.0003484391199890524}, {'label': 'remorse', 'score': 0.000269680138444528}, {'label': 'nervousness', 'score': 0.0002667419903445989}, {'label': 'relief', 'score': 0.000182506293640472}, {'label': 'pride', 'score': 0.00017375855532009155}]"
has,"[{'label': 'neutral', 'score': 0.9664073586463928}, {'label': 'approval', 'score': 0.013871218077838421}, {'label': 'annoyance', 'score': 0.006156970281153917}, {'label': 'realization', 'score': 0.0047387839294970036}, {'label': 'admiration', 'score': 0.0036877652164548635}, {'label': 'disapproval', 'score': 0.003182503394782543}, {'label': 'disappointment', 'score': 0.0029766398947685957}, {'label': 'anger', 'score': 0.002665402600541711}, {'label': 'confusion', 'score': 0.002298736246302724}, {'label': 'excitement', 'score': 0.0022207533475011587}, {'label': 'sadness', 'score': 0.0020977617241442204}, {'label': 'disgust', 'score': 0.001892397878691554}, {'label': 'curiosity', 'score': 0.0018817478558048606}, {'label': 'joy', 'score': 0.0018422638531774282}, {'label': 'amusement', 'score': 0.0016857102746143937}, {'label': 'optimism', 'score': 0.0016707733739167452}, {'label': 'love', 'score': 0.0013063467340543866}, {'label': 'fear', 'score': 0.0012382965069264174}, {'label': 'gratitude', 'score': 0.0011807936243712902}, {'label': 'caring', 'score': 0.001052290783263743}, {'label': 'desire', 'score': 0.0010053454898297787}, {'label': 'surprise', 'score': 0.0009518189472146332}, {'label': 'embarrassment', 'score': 0.0006319544045254588}, {'label': 'grief', 'score': 0.0004299935244489461}, {'label': 'remorse', 'score': 0.0003444234316702932}, {'label': 'pride', 'score': 0.00033638629247434437}, {'label': 'relief', 'score': 0.00032849438139237463}, {'label': 'nervousness', 'score': 0.0003049125662073493}]"
very,"[{'label': 'neutral', 'score': 0.9430510401725769}, {'label': 'approval', 'score': 0.025789091363549232}, {'label': 'admiration', 'score': 0.013738133013248444}, {'label': 'annoyance', 'score': 0.005884576588869095}, {'label': 'realization', 'score': 0.0052347625605762005}, {'label': 'disgust', 'score': 0.004626761190593243}, {'label': 'fear', 'score': 0.003147285198792815}, {'label': 'excitement', 'score': 0.0030389330349862576}, {'label': 'disappointment', 'score': 0.0028065023943781853}, {'label': 'anger', 'score': 0.0027102280873805285}, {'label': 'love', 'score': 0.0024503469467163086}, {'label': 'sadness', 'score': 0.002172762993723154}, {'label': 'disapproval', 'score': 0.0021528934594243765}, {'label': 'optimism', 'score': 0.0017385199898853898}, {'label': 'joy', 'score': 0.0014604387106373906}, {'label': 'surprise', 'score': 0.001353741972707212}, {'label': 'curiosity', 'score': 0.0012772766640409827}, {'label': 'confusion', 'score': 0.0012583498610183597}, {'label': 'desire', 'score': 0.00125438894610852}, {'label': 'amusement', 'score': 0.001083840150386095}, {'label': 'gratitude', 'score': 0.0010394635610282421}, {'label': 'caring', 'score': 0.000936059863306582}, {'label': 'embarrassment', 'score': 0.0006350456387735903}, {'label': 'pride', 'score': 0.0005693283164873719}, {'label': 'grief', 'score': 0.00046828275662846863}, {'label': 'relief', 'score': 0.00036290771095082164}, {'label': 'nervousness', 'score': 0.00035167773603461683}, {'label': 'remorse', 'score': 0.00026701856404542923}]"
carelessly,"[{'label': 'neutral', 'score': 0.47847655415534973}, {'label': 'annoyance', 'score': 0.1692448854446411}, {'label': 'anger', 'score': 0.1452857404947281}, {'label': 'caring', 'score': 0.02215050347149372}, {'label': 'disapproval', 'score': 0.020123908296227455}, {'label': 'sadness', 'score': 0.010604850016534328}, {'label': 'approval', 'score': 0.009519373998045921}, {'label': 'disappointment', 'score': 0.006221560761332512}, {'label': 'disgust', 'score': 0.00468411622568965}, {'label': 'realization', 'score': 0.00450914865359664}, {'label': 'optimism', 'score': 0.0029124191496521235}, {'label': 'fear', 'score': 0.0018194034928455949}, {'label': 'curiosity', 'score': 0.0017772227292880416}, {'label': 'admiration', 'score': 0.001751605188474059}, {'label': 'desire', 'score': 0.0015674111200496554}, {'label': 'confusion', 'score': 0.0014933313941583037}, {'label': 'joy', 'score': 0.0014620061265304685}, {'label': 'amusement', 'score': 0.0013277826365083456}, {'label': 'embarrassment', 'score': 0.0013080611824989319}, {'label': 'gratitude', 'score': 0.0012410489143803716}, {'label': 'grief', 'score': 0.0011450066231191158}, {'label': 'nervousness', 'score': 0.0008508964092470706}, {'label': 'surprise', 'score': 0.0005767761031165719}, {'label': 'remorse', 'score': 0.0005743278306908906}, {'label': 'relief', 'score': 0.0005591412191279233}, {'label': 'excitement', 'score': 0.0005585893522948027}, {'label': 'pride', 'score': 0.00044616879313252866}, {'label': 'love', 'score': 0.0003061692405026406}]"
scraped,"[{'label': 'neutral', 'score': 0.3171336054801941}, {'label': 'anger', 'score': 0.183295339345932}, {'label': 'sadness', 'score': 0.16110645234584808}, {'label': 'disgust', 'score': 0.14375431835651398}, {'label': 'annoyance', 'score': 0.045602958649396896}, {'label': 'disappointment', 'score': 0.02116691693663597}, {'label': 'fear', 'score': 0.01964866928756237}, {'label': 'disapproval', 'score': 0.011384602636098862}, {'label': 'embarrassment', 'score': 0.009735184721648693}, {'label': 'grief', 'score': 0.007736171130090952}, {'label': 'approval', 'score': 0.006433522794395685}, {'label': 'love', 'score': 0.006364261265844107}, {'label': 'curiosity', 'score': 0.004928781185299158}, {'label': 'realization', 'score': 0.0046912310644984245}, {'label': 'remorse', 'score': 0.0045762574300169945}, {'label': 'desire', 'score': 0.0042392900213599205}, {'label': 'caring', 'score': 0.0036496403627097607}, {'label': 'confusion', 'score': 0.0029385860543698072}, {'label': 'surprise', 'score': 0.00252658617682755}, {'label': 'admiration', 'score': 0.0024354998022317886}, {'label': 'amusement', 'score': 0.002164746169000864}, {'label': 'gratitude', 'score': 0.0015266023110598326}, {'label': 'optimism', 'score': 0.0014373288722708821}, {'label': 'nervousness', 'score': 0.0013370183296501637}, {'label': 'joy', 'score': 0.001311351777985692}, {'label': 'excitement', 'score': 0.0011399980867281556}, {'label': 'relief', 'score': 0.0007093934691511095}, {'label': 'pride', 'score': 0.0006459375726990402}]"
round,"[{'label': 'neutral', 'score': 0.9693592190742493}, {'label': 'approval', 'score': 0.011411682702600956}, {'label': 'annoyance', 'score': 0.008939264342188835}, {'label': 'realization', 'score': 0.005474339704960585}, {'label': 'admiration', 'score': 0.0037779160775244236}, {'label': 'disappointment', 'score': 0.003754639532417059}, {'label': 'disapproval', 'score': 0.0036500408314168453}, {'label': 'anger', 'score': 0.0032526352442801}, {'label': 'confusion', 'score': 0.0023341719061136246}, {'label': 'disgust', 'score': 0.0022150278091430664}, {'label': 'amusement', 'score': 0.002168050967156887}, {'label': 'sadness', 'score': 0.002131175482645631}, {'label': 'excitement', 'score': 0.002085291314870119}, {'label': 'optimism', 'score': 0.0019021582556888461}, {'label': 'curiosity', 'score': 0.0017672694521024823}, {'label': 'joy', 'score': 0.0016397855943068862}, {'label': 'fear', 'score': 0.0014683868503198028}, {'label': 'surprise', 'score': 0.0011173790553584695}, {'label': 'love', 'score': 0.0010702431900426745}, {'label': 'desire', 'score': 0.0010695497039705515}, {'label': 'caring', 'score': 0.000946229207329452}, {'label': 'embarrassment', 'score': 0.0007515992037951946}, {'label': 'gratitude', 'score': 0.0007271621143445373}, {'label': 'grief', 'score': 0.00042265854426659644}, {'label': 'nervousness', 'score': 0.0003682542301248759}, {'label': 'pride', 'score': 0.0003411964571569115}, {'label': 'relief', 'score': 0.0003102541668340564}, {'label': 'remorse', 'score': 0.000274729827651754}]"
the,"[{'label': 'neutral', 'score': 0.9685048460960388}, {'label': 'approval', 'score': 0.013372387737035751}, {'label': 'realization', 'score': 0.006440988276153803}, {'label': 'annoyance', 'score': 0.005839044693857431}, {'label': 'disapproval', 'score': 0.003999921027570963}, {'label': 'admiration', 'score': 0.0035723147448152304}, {'label': 'disappointment', 'score': 0.0029580953996628523}, {'label': 'confusion', 'score': 0.002833305625244975}, {'label': 'excitement', 'score': 0.002532269572839141}, {'label': 'anger', 'score': 0.0024781241081655025}, {'label': 'sadness', 'score': 0.002074168063700199}, {'label': 'joy', 'score': 0.002022879896685481}, {'label': 'optimism', 'score': 0.0019924810621887445}, {'label': 'amusement', 'score': 0.0017768819816410542}, {'label': 'disgust', 'score': 0.0017016925849020481}, {'label': 'curiosity', 'score': 0.001642283983528614}, {'label': 'fear', 'score': 0.0015627265674993396}, {'label': 'gratitude', 'score': 0.0013863417552784085}, {'label': 'surprise', 'score': 0.001165512716397643}, {'label': 'caring', 'score': 0.00103935063816607}, {'label': 'love', 'score': 0.0010106845293194056}, {'label': 'desire', 'score': 0.0009832390351220965}, {'label': 'embarrassment', 'score': 0.0006167158717289567}, {'label': 'grief', 'score': 0.0004498432099353522}, {'label': 'nervousness', 'score': 0.00039488531183451414}, {'label': 'pride', 'score': 0.00038727617356926203}, {'label': 'relief', 'score': 0.00038303740439005196}, {'label': 'remorse', 'score': 0.00035570250474847853}]"
edges,"[{'label': 'neutral', 'score': 0.969093918800354}, {'label': 'approval', 'score': 0.01389260869473219}, {'label': 'annoyance', 'score': 0.006855497602373362}, {'label': 'realization', 'score': 0.005990486592054367}, {'label': 'disapproval', 'score': 0.004622768610715866}, {'label': 'disappointment', 'score': 0.004031656309962273}, {'label': 'admiration', 'score': 0.00391326192766428}, {'label': 'anger', 'score': 0.0031119612976908684}, {'label': 'sadness', 'score': 0.0029113697819411755}, {'label': 'excitement', 'score': 0.002566355047747493}, {'label': 'disgust', 'score': 0.0025042896158993244}, {'label': 'joy', 'score': 0.002354236086830497}, {'label': 'confusion', 'score': 0.002289459342136979}, {'label': 'amusement', 'score': 0.0019861762411892414}, {'label': 'fear', 'score': 0.00196427246555686}, {'label': 'optimism', 'score': 0.0018337055807933211}, {'label': 'love', 'score': 0.0014547464670613408}, {'label': 'gratitude', 'score': 0.0013573839096352458}, {'label': 'curiosity', 'score': 0.0013121626107022166}, {'label': 'desire', 'score': 0.0011833609314635396}, {'label': 'caring', 'score': 0.0011599742574617267}, {'label': 'surprise', 'score': 0.0010644970461726189}, {'label': 'embarrassment', 'score': 0.000865306647028774}, {'label': 'grief', 'score': 0.0005702548660337925}, {'label': 'pride', 'score': 0.0004729166394099593}, {'label': 'remorse', 'score': 0.0004684363666456193}, {'label': 'relief', 'score': 0.0004409854591358453}, {'label': 'nervousness', 'score': 0.0004383687046356499}]"
of,"[{'label': 'neutral', 'score': 0.9685583114624023}, {'label': 'approval', 'score': 0.010644061490893364}, {'label': 'annoyance', 'score': 0.00945153646171093}, {'label': 'realization', 'score': 0.005164294969290495}, {'label': 'disapproval', 'score': 0.004619250539690256}, {'label': 'disappointment', 'score': 0.003983238711953163}, {'label': 'anger', 'score': 0.003906754776835442}, {'label': 'admiration', 'score': 0.003390187630429864}, {'label': 'disgust', 'score': 0.0031849988736212254}, {'label': 'sadness', 'score': 0.00279802642762661}, {'label': 'confusion', 'score': 0.002290025819092989}, {'label': 'fear', 'score': 0.0021579291205853224}, {'label': 'excitement', 'score': 0.0021216594614088535}, {'label': 'amusement', 'score': 0.001994082471355796}, {'label': 'joy', 'score': 0.0017052539624273777}, {'label': 'optimism', 'score': 0.0017015790799632668}, {'label': 'curiosity', 'score': 0.0015511771198362112}, {'label': 'desire', 'score': 0.0012255850015208125}, {'label': 'surprise', 'score': 0.0011646099155768752}, {'label': 'love', 'score': 0.0011114691151306033}, {'label': 'caring', 'score': 0.0010326667688786983}, {'label': 'gratitude', 'score': 0.000995058799162507}, {'label': 'embarrassment', 'score': 0.0009614950395189226}, {'label': 'grief', 'score': 0.0005501373670995235}, {'label': 'nervousness', 'score': 0.00042090468923561275}, {'label': 'remorse', 'score': 0.00038563748239539564}, {'label': 'pride', 'score': 0.00036826072027906775}, {'label': 'relief', 'score': 0.0003391433274373412}]"
the,"[{'label': 'neutral', 'score': 0.9685048460960388}, {'label': 'approval', 'score': 0.013372387737035751}, {'label': 'realization', 'score': 0.006440988276153803}, {'label': 'annoyance', 'score': 0.005839044693857431}, {'label': 'disapproval', 'score': 0.003999921027570963}, {'label': 'admiration', 'score': 0.0035723147448152304}, {'label': 'disappointment', 'score': 0.0029580953996628523}, {'label': 'confusion', 'score': 0.002833305625244975}, {'label': 'excitement', 'score': 0.002532269572839141}, {'label': 'anger', 'score': 0.0024781241081655025}, {'label': 'sadness', 'score': 0.002074168063700199}, {'label': 'joy', 'score': 0.002022879896685481}, {'label': 'optimism', 'score': 0.0019924810621887445}, {'label': 'amusement', 'score': 0.0017768819816410542}, {'label': 'disgust', 'score': 0.0017016925849020481}, {'label': 'curiosity', 'score': 0.001642283983528614}, {'label': 'fear', 'score': 0.0015627265674993396}, {'label': 'gratitude', 'score': 0.0013863417552784085}, {'label': 'surprise', 'score': 0.001165512716397643}, {'label': 'caring', 'score': 0.00103935063816607}, {'label': 'love', 'score': 0.0010106845293194056}, {'label': 'desire', 'score': 0.0009832390351220965}, {'label': 'embarrassment', 'score': 0.0006167158717289567}, {'label': 'grief', 'score': 0.0004498432099353522}, {'label': 'nervousness', 'score': 0.00039488531183451414}, {'label': 'pride', 'score': 0.00038727617356926203}, {'label': 'relief', 'score': 0.00038303740439005196}, {'label': 'remorse', 'score': 0.00035570250474847853}]"
sole,"[{'label': 'neutral', 'score': 0.9674727320671082}, {'label': 'approval', 'score': 0.015873031690716743}, {'label': 'annoyance', 'score': 0.0066989753395318985}, {'label': 'realization', 'score': 0.0059048268012702465}, {'label': 'admiration', 'score': 0.0054307845421135426}, {'label': 'disapproval', 'score': 0.004882944282144308}, {'label': 'disappointment', 'score': 0.004332040902227163}, {'label': 'sadness', 'score': 0.0029934151098132133}, {'label': 'anger', 'score': 0.002826494164764881}, {'label': 'disgust', 'score': 0.0023937865626066923}, {'label': 'confusion', 'score': 0.002264987910166383}, {'label': 'joy', 'score': 0.002166162943467498}, {'label': 'excitement', 'score': 0.0021270287688821554}, {'label': 'amusement', 'score': 0.0017035908531397581}, {'label': 'fear', 'score': 0.0016817301511764526}, {'label': 'optimism', 'score': 0.0015692726010456681}, {'label': 'love', 'score': 0.0014423499815165997}, {'label': 'curiosity', 'score': 0.0012843613512814045}, {'label': 'gratitude', 'score': 0.0012357467785477638}, {'label': 'caring', 'score': 0.0011424625990912318}, {'label': 'desire', 'score': 0.0010347265051677823}, {'label': 'surprise', 'score': 0.0009858396369963884}, {'label': 'embarrassment', 'score': 0.0007501306245103478}, {'label': 'grief', 'score': 0.0005616915295831859}, {'label': 'relief', 'score': 0.0004586944414768368}, {'label': 'pride', 'score': 0.0004586268914863467}, {'label': 'remorse', 'score': 0.00042610912350937724}, {'label': 'nervousness', 'score': 0.000405440223403275}]"
in,"[{'label': 'neutral', 'score': 0.9654467105865479}, {'label': 'approval', 'score': 0.016485754400491714}, {'label': 'realization', 'score': 0.007249025162309408}, {'label': 'annoyance', 'score': 0.007038545794785023}, {'label': 'disapproval', 'score': 0.003781188977882266}, {'label': 'disappointment', 'score': 0.003010472282767296}, {'label': 'confusion', 'score': 0.002577449893578887}, {'label': 'admiration', 'score': 0.0025183656252920628}, {'label': 'anger', 'score': 0.002446213737130165}, {'label': 'optimism', 'score': 0.002042971784248948}, {'label': 'excitement', 'score': 0.002027297392487526}, {'label': 'disgust', 'score': 0.0019298060797154903}, {'label': 'sadness', 'score': 0.0019199582748115063}, {'label': 'curiosity', 'score': 0.0017592794029042125}, {'label': 'amusement', 'score': 0.0016753928503021598}, {'label': 'fear', 'score': 0.0013997922651469707}, {'label': 'joy', 'score': 0.0013689252082258463}, {'label': 'surprise', 'score': 0.0010996379423886538}, {'label': 'desire', 'score': 0.0010485376697033644}, {'label': 'love', 'score': 0.0009998659370467067}, {'label': 'caring', 'score': 0.0008461056277155876}, {'label': 'gratitude', 'score': 0.0007391033577732742}, {'label': 'embarrassment', 'score': 0.0006268310244195163}, {'label': 'grief', 'score': 0.0003789755573961884}, {'label': 'nervousness', 'score': 0.00033159650047309697}, {'label': 'pride', 'score': 0.0002956869429908693}, {'label': 'remorse', 'score': 0.00029192728106863797}, {'label': 'relief', 'score': 0.0002904487191699445}]"
order,"[{'label': 'neutral', 'score': 0.9605890512466431}, {'label': 'approval', 'score': 0.01840093731880188}, {'label': 'realization', 'score': 0.005109148565679789}, {'label': 'annoyance', 'score': 0.005058814771473408}, {'label': 'admiration', 'score': 0.005031552165746689}, {'label': 'disapproval', 'score': 0.003337341360747814}, {'label': 'confusion', 'score': 0.002710106782615185}, {'label': 'disappointment', 'score': 0.002500021830201149}, {'label': 'excitement', 'score': 0.002325860783457756}, {'label': 'joy', 'score': 0.0019313719822093844}, {'label': 'curiosity', 'score': 0.001833130489103496}, {'label': 'anger', 'score': 0.0016506463289260864}, {'label': 'disgust', 'score': 0.0016239950200542808}, {'label': 'love', 'score': 0.0015026847831904888}, {'label': 'optimism', 'score': 0.0014673022087663412}, {'label': 'amusement', 'score': 0.0014009145088493824}, {'label': 'gratitude', 'score': 0.001279083313420415}, {'label': 'sadness', 'score': 0.0012425569584593177}, {'label': 'fear', 'score': 0.0009502092725597322}, {'label': 'surprise', 'score': 0.0008852117462083697}, {'label': 'desire', 'score': 0.0008452144102193415}, {'label': 'caring', 'score': 0.0007266973261721432}, {'label': 'embarrassment', 'score': 0.000467076402856037}, {'label': 'pride', 'score': 0.0003334952343720943}, {'label': 'relief', 'score': 0.0003127565432805568}, {'label': 'grief', 'score': 0.00028171640587970614}, {'label': 'nervousness', 'score': 0.00023463775869458914}, {'label': 'remorse', 'score': 0.00023200428404379636}]"
to,"[{'label': 'neutral', 'score': 0.9655275940895081}, {'label': 'approval', 'score': 0.011395309120416641}, {'label': 'annoyance', 'score': 0.007563634775578976}, {'label': 'realization', 'score': 0.00394172640517354}, {'label': 'anger', 'score': 0.003927402198314667}, {'label': 'disapproval', 'score': 0.0037522627972066402}, {'label': 'admiration', 'score': 0.0034130141139030457}, {'label': 'disappointment', 'score': 0.003045704448595643}, {'label': 'excitement', 'score': 0.0027176709845662117}, {'label': 'joy', 'score': 0.0023888270370662212}, {'label': 'sadness', 'score': 0.0023848097771406174}, {'label': 'disgust', 'score': 0.002238784683868289}, {'label': 'confusion', 'score': 0.0021366612054407597}, {'label': 'amusement', 'score': 0.0017488343873992562}, {'label': 'fear', 'score': 0.0016990287695080042}, {'label': 'curiosity', 'score': 0.0016076886095106602}, {'label': 'optimism', 'score': 0.0015642637154087424}, {'label': 'caring', 'score': 0.0013172765029594302}, {'label': 'love', 'score': 0.0012897648848593235}, {'label': 'gratitude', 'score': 0.0011889045126736164}, {'label': 'desire', 'score': 0.0011839354410767555}, {'label': 'surprise', 'score': 0.0009642310324124992}, {'label': 'embarrassment', 'score': 0.0007019619806669652}, {'label': 'grief', 'score': 0.0004808469384443015}, {'label': 'nervousness', 'score': 0.00039344318793155253}, {'label': 'remorse', 'score': 0.0003835154930129647}, {'label': 'pride', 'score': 0.0003821966238319874}, {'label': 'relief', 'score': 0.0003536757139954716}]"
remove,"[{'label': 'neutral', 'score': 0.9623677134513855}, {'label': 'approval', 'score': 0.012940600514411926}, {'label': 'annoyance', 'score': 0.011507688090205193}, {'label': 'disapproval', 'score': 0.006247354671359062}, {'label': 'realization', 'score': 0.005726075265556574}, {'label': 'anger', 'score': 0.004225507844239473}, {'label': 'disappointment', 'score': 0.003960317466408014}, {'label': 'admiration', 'score': 0.0027044499292969704}, {'label': 'sadness', 'score': 0.00235056784003973}, {'label': 'disgust', 'score': 0.0023492497857660055}, {'label': 'confusion', 'score': 0.002326045650988817}, {'label': 'optimism', 'score': 0.0015315850032493472}, {'label': 'amusement', 'score': 0.0014792665606364608}, {'label': 'fear', 'score': 0.0013736927649006248}, {'label': 'excitement', 'score': 0.0012139647733420134}, {'label': 'joy', 'score': 0.001206537475809455}, {'label': 'curiosity', 'score': 0.0011464734561741352}, {'label': 'gratitude', 'score': 0.0010685083689168096}, {'label': 'caring', 'score': 0.001012863009236753}, {'label': 'desire', 'score': 0.0007566534331999719}, {'label': 'embarrassment', 'score': 0.0007467737304978073}, {'label': 'surprise', 'score': 0.0007436624728143215}, {'label': 'love', 'score': 0.0007237144745886326}, {'label': 'grief', 'score': 0.00041051144944503903}, {'label': 'remorse', 'score': 0.000322742504067719}, {'label': 'nervousness', 'score': 0.00032132197520695627}, {'label': 'relief', 'score': 0.00030889181653037667}, {'label': 'pride', 'score': 0.00028861689497716725}]"
crusted,"[{'label': 'neutral', 'score': 0.9551453590393066}, {'label': 'approval', 'score': 0.015418109484016895}, {'label': 'annoyance', 'score': 0.010689017362892628}, {'label': 'disgust', 'score': 0.006406337022781372}, {'label': 'disapproval', 'score': 0.005254183430224657}, {'label': 'anger', 'score': 0.005235562566667795}, {'label': 'disappointment', 'score': 0.004340102430433035}, {'label': 'admiration', 'score': 0.0041270069777965546}, {'label': 'realization', 'score': 0.00388203258626163}, {'label': 'sadness', 'score': 0.0036297712940722704}, {'label': 'confusion', 'score': 0.0029032116290181875}, {'label': 'fear', 'score': 0.002787393517792225}, {'label': 'optimism', 'score': 0.0017185163451358676}, {'label': 'love', 'score': 0.0016954068560153246}, {'label': 'curiosity', 'score': 0.001693086582235992}, {'label': 'excitement', 'score': 0.001348693622276187}, {'label': 'desire', 'score': 0.0013418191811069846}, {'label': 'caring', 'score': 0.0012625361559912562}, {'label': 'amusement', 'score': 0.0011959089897572994}, {'label': 'embarrassment', 'score': 0.0009606434032320976}, {'label': 'joy', 'score': 0.0009576213778927922}, {'label': 'surprise', 'score': 0.0007157991058193147}, {'label': 'gratitude', 'score': 0.0007130111334845424}, {'label': 'grief', 'score': 0.0005333406734280288}, {'label': 'nervousness', 'score': 0.0004320757288951427}, {'label': 'remorse', 'score': 0.0003854458045680076}, {'label': 'pride', 'score': 0.0003321207477711141}, {'label': 'relief', 'score': 0.00029584794538095593}]"
mud,"[{'label': 'neutral', 'score': 0.9672018885612488}, {'label': 'approval', 'score': 0.012562701478600502}, {'label': 'annoyance', 'score': 0.008219918236136436}, {'label': 'realization', 'score': 0.005080167204141617}, {'label': 'admiration', 'score': 0.004112692084163427}, {'label': 'disapproval', 'score': 0.003825365100055933}, {'label': 'anger', 'score': 0.003566739847883582}, {'label': 'disappointment', 'score': 0.003335400717332959}, {'label': 'confusion', 'score': 0.0024141003377735615}, {'label': 'disgust', 'score': 0.002366389613598585}, {'label': 'sadness', 'score': 0.001990709686651826}, {'label': 'excitement', 'score': 0.0019388674991205335}, {'label': 'amusement', 'score': 0.0019007527735084295}, {'label': 'joy', 'score': 0.0016190677415579557}, {'label': 'optimism', 'score': 0.001611734856851399}, {'label': 'curiosity', 'score': 0.0015460978029295802}, {'label': 'fear', 'score': 0.0014452002942562103}, {'label': 'love', 'score': 0.0013148196740075946}, {'label': 'gratitude', 'score': 0.0009908165084198117}, {'label': 'surprise', 'score': 0.0009572684648446739}, {'label': 'caring', 'score': 0.0009366325684823096}, {'label': 'desire', 'score': 0.0009058408904820681}, {'label': 'embarrassment', 'score': 0.000713496410753578}, {'label': 'grief', 'score': 0.0004087425477337092}, {'label': 'pride', 'score': 0.0003521358303260058}, {'label': 'nervousness', 'score': 0.0003194781893398613}, {'label': 'relief', 'score': 0.00030370536842383444}, {'label': 'remorse', 'score': 0.0002975689712911844}]"
from,"[{'label': 'neutral', 'score': 0.9575624465942383}, {'label': 'annoyance', 'score': 0.011290676891803741}, {'label': 'approval', 'score': 0.009721711277961731}, {'label': 'anger', 'score': 0.004264711868017912}, {'label': 'realization', 'score': 0.003928478807210922}, {'label': 'disappointment', 'score': 0.0031036881264299154}, {'label': 'disapproval', 'score': 0.00282599707134068}, {'label': 'disgust', 'score': 0.0025028344243764877}, {'label': 'admiration', 'score': 0.002478263108059764}, {'label': 'sadness', 'score': 0.0020282219629734755}, {'label': 'confusion', 'score': 0.0018513561226427555}, {'label': 'excitement', 'score': 0.0016241883859038353}, {'label': 'amusement', 'score': 0.0015909442445263267}, {'label': 'optimism', 'score': 0.0015823548892512918}, {'label': 'curiosity', 'score': 0.0015798844397068024}, {'label': 'fear', 'score': 0.0012407404137775302}, {'label': 'joy', 'score': 0.0011803674278780818}, {'label': 'desire', 'score': 0.0010657923994585872}, {'label': 'caring', 'score': 0.0009829486953094602}, {'label': 'surprise', 'score': 0.0009229651768691838}, {'label': 'love', 'score': 0.0008824696997180581}, {'label': 'gratitude', 'score': 0.0008075705845840275}, {'label': 'embarrassment', 'score': 0.0006966544315218925}, {'label': 'grief', 'score': 0.00034967169631272554}, {'label': 'nervousness', 'score': 0.00029450643341988325}, {'label': 'remorse', 'score': 0.0002672340488061309}, {'label': 'pride', 'score': 0.00025840598391368985}, {'label': 'relief', 'score': 0.00024236775061581284}]"
